epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1604.96,0.54899,0.34353,0.98514,0.92477,0.81947,0.85972,0.57991,1.39234,0.65804,1.9232,0.0007922,0.0007922,0.0007922
185,1613.66,0.53821,0.33186,0.98645,0.8817,0.80833,0.85949,0.57871,1.32999,0.66584,1.78482,0.0007856,0.0007856,0.0007856
186,1622.41,0.54226,0.33904,0.98698,0.91401,0.79724,0.8651,0.58938,1.34544,0.68241,1.82838,0.000779,0.000779,0.000779
187,1631.14,0.56208,0.33571,0.98941,0.90111,0.83529,0.86949,0.59873,1.30897,0.62131,1.75015,0.0007724,0.0007724,0.0007724
188,1639.82,0.54486,0.34277,0.99693,0.93216,0.81667,0.88404,0.6089,1.28816,0.66163,1.72491,0.0007658,0.0007658,0.0007658
189,1648.49,0.55102,0.34241,0.99174,0.8944,0.847,0.88251,0.59678,1.33941,0.61245,1.80337,0.0007592,0.0007592,0.0007592
190,1657.11,0.54539,0.33301,0.99084,0.85279,0.88333,0.89131,0.59121,1.37282,0.63716,1.8103,0.0007526,0.0007526,0.0007526
191,1665.73,0.56149,0.3443,0.99787,0.92199,0.7879,0.89017,0.60707,1.33645,0.65431,1.83346,0.000746,0.000746,0.000746
192,1674.53,0.52825,0.33306,0.98527,0.92486,0.82053,0.88885,0.59112,1.36436,0.68327,1.88768,0.0007394,0.0007394,0.0007394
193,1683.19,0.53408,0.31597,0.98574,0.90454,0.775,0.87443,0.5926,1.32065,0.7092,1.81716,0.0007328,0.0007328,0.0007328
194,1691.85,0.53776,0.33153,0.9833,0.89568,0.85857,0.88606,0.5989,1.29753,0.6436,1.79386,0.0007262,0.0007262,0.0007262
195,1700.54,0.54013,0.33326,0.98547,0.91809,0.84063,0.89079,0.60493,1.36704,0.67345,1.88182,0.0007196,0.0007196,0.0007196
196,1709.26,0.52307,0.32964,0.98153,0.93177,0.825,0.89458,0.60844,1.31057,0.66309,1.79068,0.000713,0.000713,0.000713
197,1717.97,0.5238,0.32714,0.97637,0.94138,0.80295,0.88757,0.60368,1.35428,0.68315,1.81958,0.0007064,0.0007064,0.0007064
198,1726.7,0.53046,0.33148,0.98615,0.92636,0.8386,0.86994,0.57145,1.36457,0.67527,1.86844,0.0006998,0.0006998,0.0006998
199,1735.44,0.52666,0.33269,0.9742,0.86772,0.83333,0.87374,0.60214,1.33773,0.67126,1.80434,0.0006932,0.0006932,0.0006932
200,1744.17,0.52307,0.32279,0.97836,0.90067,0.83119,0.88277,0.60542,1.34348,0.65942,1.81786,0.0006866,0.0006866,0.0006866
201,1752.86,0.51901,0.32682,0.97572,0.89492,0.85833,0.88697,0.59844,1.36513,0.67661,1.841,0.00068,0.00068,0.00068
202,1761.54,0.52909,0.33353,0.98532,0.90312,0.83333,0.88962,0.59681,1.32411,0.67441,1.81204,0.0006734,0.0006734,0.0006734
203,1770.26,0.50677,0.31914,0.96813,0.88485,0.86667,0.88459,0.58793,1.34693,0.65173,1.8525,0.0006668,0.0006668,0.0006668
204,1779.07,0.51328,0.32461,0.97671,0.89066,0.825,0.87072,0.57208,1.3444,0.65694,1.84467,0.0006602,0.0006602,0.0006602
205,1787.73,0.52252,0.3261,0.98811,0.86547,0.85833,0.87407,0.57484,1.32062,0.61667,1.83825,0.0006536,0.0006536,0.0006536
206,1796.42,0.51967,0.32545,0.97982,0.84632,0.85,0.8683,0.57507,1.29912,0.65114,1.79873,0.000647,0.000647,0.000647
207,1805.2,0.50359,0.31661,0.97498,0.86292,0.80833,0.86022,0.58634,1.32831,0.66702,1.80285,0.0006404,0.0006404,0.0006404
208,1813.94,0.52385,0.32166,0.97871,0.89138,0.84167,0.88835,0.59796,1.29445,0.64382,1.77,0.0006338,0.0006338,0.0006338
209,1822.66,0.51141,0.32556,0.9768,0.88029,0.79167,0.84917,0.5698,1.32923,0.67394,1.81009,0.0006272,0.0006272,0.0006272
210,1831.35,0.52335,0.3262,0.98297,0.90602,0.775,0.87491,0.57867,1.32996,0.66941,1.80526,0.0006206,0.0006206,0.0006206
211,1840.04,0.51359,0.3238,0.97416,0.89346,0.79167,0.87991,0.59585,1.3029,0.68922,1.77188,0.000614,0.000614,0.000614
212,1848.72,0.50118,0.3108,0.96702,0.90406,0.81667,0.8849,0.58874,1.30058,0.70492,1.81053,0.0006074,0.0006074,0.0006074
213,1857.46,0.50362,0.30965,0.96975,0.87566,0.85,0.89082,0.60198,1.2708,0.63376,1.79621,0.0006008,0.0006008,0.0006008
214,1866.18,0.50031,0.31884,0.96119,0.85144,0.85833,0.89026,0.61463,1.2766,0.64764,1.74851,0.0005942,0.0005942,0.0005942
215,1875.08,0.49271,0.30633,0.96703,0.89335,0.83767,0.88643,0.61301,1.30294,0.65623,1.78706,0.0005876,0.0005876,0.0005876
216,1883.96,0.48781,0.30425,0.97052,0.90631,0.825,0.89131,0.61079,1.2827,0.6522,1.73478,0.000581,0.000581,0.000581
217,1892.72,0.50196,0.31485,0.96208,0.9161,0.84167,0.8899,0.59188,1.295,0.65786,1.76626,0.0005744,0.0005744,0.0005744
218,1901.48,0.49431,0.30339,0.96312,0.95177,0.82227,0.89147,0.60185,1.28758,0.63283,1.76448,0.0005678,0.0005678,0.0005678
219,1910.23,0.49893,0.30538,0.96643,0.92492,0.83333,0.89236,0.61501,1.27986,0.65547,1.75409,0.0005612,0.0005612,0.0005612
220,1919.11,0.49502,0.31015,0.9553,0.92462,0.84167,0.8939,0.61639,1.26266,0.65244,1.77727,0.0005546,0.0005546,0.0005546
221,1928.08,0.4821,0.30247,0.96091,0.88171,0.825,0.88353,0.60131,1.30061,0.67374,1.84261,0.000548,0.000548,0.000548
222,1936.81,0.48042,0.3012,0.95992,0.87943,0.851,0.89623,0.6124,1.28686,0.63906,1.81766,0.0005414,0.0005414,0.0005414
223,1945.55,0.4797,0.31149,0.96036,0.89467,0.85,0.89724,0.61485,1.28461,0.62677,1.83795,0.0005348,0.0005348,0.0005348
224,1954.27,0.48673,0.29916,0.9637,0.92257,0.79167,0.8891,0.60995,1.27805,0.65977,1.80839,0.0005282,0.0005282,0.0005282
225,1962.99,0.4742,0.29731,0.95988,0.8757,0.84167,0.88196,0.60113,1.31025,0.64455,1.84266,0.0005216,0.0005216,0.0005216
226,1971.72,0.46778,0.29351,0.95643,0.92346,0.8044,0.88165,0.60956,1.32491,0.63797,1.86919,0.000515,0.000515,0.000515
227,1980.41,0.48028,0.30048,0.95543,0.9348,0.79167,0.88949,0.62028,1.28869,0.6247,1.82965,0.0005084,0.0005084,0.0005084
228,1989.25,0.47435,0.30085,0.95516,0.91463,0.80357,0.88779,0.61388,1.32249,0.64413,1.85861,0.0005018,0.0005018,0.0005018
229,1997.92,0.48302,0.2989,0.95478,0.93105,0.79167,0.88649,0.5989,1.35213,0.72269,1.85793,0.0004952,0.0004952,0.0004952
230,2006.78,0.46243,0.28981,0.95372,0.93801,0.8,0.89396,0.6182,1.3319,0.67832,1.8527,0.0004886,0.0004886,0.0004886
231,2015.49,0.46269,0.29407,0.94201,0.86918,0.83051,0.87661,0.60253,1.32048,0.71911,1.81188,0.000482,0.000482,0.000482
232,2024.18,0.46854,0.299,0.95932,0.91763,0.81667,0.88851,0.61596,1.30866,0.63908,1.81843,0.0004754,0.0004754,0.0004754
233,2032.97,0.45986,0.29868,0.95322,0.92515,0.82403,0.89665,0.61139,1.32299,0.62998,1.82661,0.0004688,0.0004688,0.0004688
234,2041.69,0.45897,0.30155,0.9454,0.92163,0.83333,0.90039,0.62153,1.28819,0.61878,1.81286,0.0004622,0.0004622,0.0004622
235,2050.6,0.46757,0.29027,0.95516,0.885,0.85,0.89879,0.60066,1.29189,0.62074,1.79967,0.0004556,0.0004556,0.0004556
236,2059.28,0.45229,0.29095,0.94752,0.91239,0.80833,0.89429,0.61105,1.32063,0.61236,1.84811,0.000449,0.000449,0.000449
237,2068.03,0.45212,0.2941,0.95319,0.90644,0.81667,0.89549,0.59817,1.32738,0.63211,1.8444,0.0004424,0.0004424,0.0004424
238,2076.74,0.45073,0.29056,0.94909,0.89312,0.85833,0.89745,0.59613,1.34438,0.64528,1.85507,0.0004358,0.0004358,0.0004358
239,2085.48,0.466,0.30004,0.95864,0.95042,0.79867,0.90097,0.61345,1.3167,0.62657,1.82701,0.0004292,0.0004292,0.0004292
240,2094.16,0.44789,0.28564,0.95249,0.93904,0.81667,0.8933,0.61382,1.30204,0.62217,1.83421,0.0004226,0.0004226,0.0004226
241,2102.83,0.45966,0.29129,0.95658,0.95024,0.80833,0.89787,0.62134,1.31397,0.62463,1.81555,0.000416,0.000416,0.000416
242,2111.7,0.45684,0.29198,0.95762,0.93557,0.84707,0.90353,0.62381,1.31809,0.63719,1.82109,0.0004094,0.0004094,0.0004094
243,2120.55,0.43602,0.27634,0.94198,0.90102,0.84167,0.90622,0.61453,1.32923,0.6409,1.8189,0.0004028,0.0004028,0.0004028
244,2129.25,0.43414,0.27979,0.9488,0.91106,0.85364,0.90672,0.61024,1.31051,0.60869,1.80039,0.0003962,0.0003962,0.0003962
245,2137.96,0.4319,0.26968,0.94281,0.91153,0.84167,0.90309,0.61638,1.27874,0.57916,1.77615,0.0003896,0.0003896,0.0003896
246,2146.68,0.44283,0.28076,0.94454,0.88802,0.85911,0.9034,0.6151,1.28941,0.61389,1.80032,0.000383,0.000383,0.000383
247,2155.41,0.44195,0.27861,0.94346,0.89132,0.85833,0.90132,0.61774,1.3311,0.61999,1.88991,0.0003764,0.0003764,0.0003764
248,2164.14,0.42577,0.27244,0.93777,0.92971,0.81667,0.90295,0.61193,1.31314,0.62621,1.87655,0.0003698,0.0003698,0.0003698
249,2172.83,0.44511,0.27919,0.94087,0.91995,0.80833,0.89458,0.6053,1.29059,0.63624,1.82408,0.0003632,0.0003632,0.0003632
250,2181.49,0.43352,0.27473,0.93637,0.90897,0.83208,0.89829,0.61552,1.29963,0.59652,1.83032,0.0003566,0.0003566,0.0003566
251,2190.17,0.4335,0.2801,0.9522,0.92347,0.84167,0.9068,0.61291,1.29804,0.60073,1.84966,0.00035,0.00035,0.00035
252,2198.84,0.42284,0.27072,0.93955,0.92325,0.84167,0.90897,0.60991,1.33148,0.61208,1.90466,0.0003434,0.0003434,0.0003434
253,2207.53,0.4342,0.27376,0.93864,0.88735,0.85833,0.90669,0.60546,1.34539,0.63569,1.90571,0.0003368,0.0003368,0.0003368
254,2216.21,0.4268,0.27867,0.93084,0.87994,0.84167,0.89826,0.6065,1.32629,0.65288,1.86,0.0003302,0.0003302,0.0003302
255,2225.09,0.41895,0.2641,0.94122,0.92003,0.825,0.89899,0.60503,1.33181,0.64687,1.86731,0.0003236,0.0003236,0.0003236
256,2233.77,0.42679,0.27342,0.94576,0.91777,0.83709,0.90243,0.61829,1.31278,0.62068,1.83962,0.000317,0.000317,0.000317
257,2242.53,0.42767,0.26468,0.94125,0.90933,0.85,0.90422,0.60852,1.32921,0.60391,1.87347,0.0003104,0.0003104,0.0003104
258,2251.29,0.412,0.26278,0.93738,0.94135,0.825,0.9028,0.61449,1.30908,0.60006,1.84981,0.0003038,0.0003038,0.0003038
259,2260.06,0.4285,0.27732,0.94153,0.95712,0.825,0.90565,0.60077,1.31225,0.57962,1.85062,0.0002972,0.0002972,0.0002972
260,2268.76,0.42075,0.27046,0.93528,0.95225,0.83102,0.90398,0.60397,1.33765,0.57726,1.88533,0.0002906,0.0002906,0.0002906
261,2277.46,0.42588,0.26642,0.94949,0.90828,0.84167,0.89711,0.61,1.29455,0.61056,1.81023,0.000284,0.000284,0.000284
262,2286.16,0.42486,0.2656,0.93236,0.91985,0.81667,0.895,0.60539,1.30778,0.62651,1.83745,0.0002774,0.0002774,0.0002774
263,2294.84,0.41607,0.26037,0.93725,0.95133,0.81452,0.90189,0.61542,1.3377,0.61319,1.90633,0.0002708,0.0002708,0.0002708
264,2303.62,0.40466,0.2587,0.92748,0.93678,0.81667,0.90606,0.61903,1.27673,0.57429,1.84943,0.0002642,0.0002642,0.0002642
265,2312.36,0.41021,0.259,0.94051,0.86597,0.88333,0.91305,0.62931,1.27361,0.568,1.83147,0.0002576,0.0002576,0.0002576
266,2321.28,0.41026,0.26521,0.935,0.88126,0.86592,0.91055,0.61955,1.27519,0.56063,1.83862,0.000251,0.000251,0.000251
267,2330.02,0.41903,0.26699,0.93794,0.88733,0.85323,0.90776,0.6127,1.29011,0.55803,1.85594,0.0002444,0.0002444,0.0002444
268,2338.91,0.4008,0.25768,0.92553,0.91599,0.84167,0.90867,0.61777,1.29912,0.57626,1.85092,0.0002378,0.0002378,0.0002378
269,2347.66,0.39438,0.25472,0.9306,0.90149,0.85,0.90458,0.6116,1.33148,0.5925,1.92209,0.0002312,0.0002312,0.0002312
270,2356.41,0.41176,0.26265,0.93127,0.93951,0.80833,0.89922,0.60904,1.33804,0.60338,1.91998,0.0002246,0.0002246,0.0002246
271,2365.1,0.4036,0.26248,0.92466,0.89431,0.84619,0.90078,0.61638,1.33245,0.57721,1.90534,0.000218,0.000218,0.000218
272,2373.83,0.40148,0.26078,0.9289,0.9345,0.83223,0.89639,0.60525,1.32044,0.59292,1.86412,0.0002114,0.0002114,0.0002114
273,2382.53,0.39025,0.25163,0.92326,0.94143,0.80373,0.8878,0.59917,1.33899,0.63393,1.88234,0.0002048,0.0002048,0.0002048
274,2391.21,0.40994,0.25612,0.93125,0.93728,0.83333,0.90089,0.5948,1.33341,0.62012,1.88173,0.0001982,0.0001982,0.0001982
275,2399.88,0.38939,0.24457,0.92249,0.93569,0.84167,0.89903,0.60157,1.35951,0.61176,1.93499,0.0001916,0.0001916,0.0001916
276,2408.57,0.41029,0.25941,0.93607,0.92517,0.85,0.89965,0.61611,1.32534,0.5991,1.89404,0.000185,0.000185,0.000185
277,2417.25,0.40004,0.25622,0.93192,0.92674,0.85833,0.90023,0.60931,1.31302,0.59332,1.89564,0.0001784,0.0001784,0.0001784
278,2425.95,0.3907,0.25391,0.93442,0.92738,0.83333,0.90211,0.61256,1.31417,0.59426,1.89586,0.0001718,0.0001718,0.0001718
279,2434.65,0.39538,0.24945,0.92602,0.90907,0.85833,0.91025,0.61783,1.31609,0.59195,1.89648,0.0001652,0.0001652,0.0001652
280,2443.34,0.40146,0.25762,0.93329,0.90386,0.86187,0.90561,0.61706,1.31262,0.58251,1.89986,0.0001586,0.0001586,0.0001586
281,2452.22,0.38179,0.24827,0.92589,0.92583,0.83221,0.90571,0.61679,1.33265,0.59742,1.91606,0.000152,0.000152,0.000152
282,2461.02,0.38658,0.24408,0.9274,0.93937,0.80833,0.89946,0.60638,1.29448,0.61655,1.83288,0.0001454,0.0001454,0.0001454
283,2469.75,0.3952,0.25435,0.93314,0.92207,0.825,0.89991,0.60854,1.30367,0.60444,1.851,0.0001388,0.0001388,0.0001388
284,2478.45,0.39102,0.24707,0.92653,0.95518,0.80833,0.90228,0.61129,1.34315,0.59762,1.93394,0.0001322,0.0001322,0.0001322
285,2487.18,0.38723,0.24906,0.92823,0.94769,0.80833,0.90119,0.60531,1.29976,0.60008,1.85338,0.0001256,0.0001256,0.0001256
286,2495.86,0.37641,0.24683,0.92347,0.94123,0.80074,0.89878,0.60406,1.29613,0.60962,1.84502,0.000119,0.000119,0.000119
287,2504.55,0.38541,0.24964,0.92439,0.92983,0.80833,0.89161,0.59879,1.29518,0.60266,1.85127,0.0001124,0.0001124,0.0001124
288,2513.25,0.37826,0.2456,0.92102,0.93329,0.81609,0.89468,0.60395,1.30645,0.60565,1.85809,0.0001058,0.0001058,0.0001058
289,2521.97,0.37488,0.24619,0.9177,0.9107,0.84984,0.89901,0.60375,1.29764,0.59367,1.85263,9.92e-05,9.92e-05,9.92e-05
290,2530.74,0.37965,0.24272,0.92508,0.91225,0.84167,0.90206,0.60062,1.30029,0.59018,1.86276,9.26e-05,9.26e-05,9.26e-05
291,2540.26,0.36334,0.21953,0.88304,0.95144,0.8163,0.89584,0.57579,1.32169,0.57665,1.91986,8.6e-05,8.6e-05,8.6e-05
292,2549.02,0.32754,0.19753,0.85612,0.88298,0.85,0.88134,0.56421,1.34819,0.59226,1.97361,7.94e-05,7.94e-05,7.94e-05
293,2557.77,0.31302,0.1883,0.85081,0.88017,0.85833,0.88658,0.57671,1.32419,0.60073,1.92744,7.28e-05,7.28e-05,7.28e-05
294,2566.64,0.31077,0.18201,0.84257,0.93399,0.83333,0.89024,0.58512,1.32569,0.5956,1.92974,6.62e-05,6.62e-05,6.62e-05
295,2575.39,0.30203,0.1792,0.84292,0.91769,0.83619,0.88678,0.58562,1.3381,0.61955,1.94039,5.96e-05,5.96e-05,5.96e-05
296,2584.09,0.29631,0.17948,0.84144,0.89487,0.85123,0.88603,0.59225,1.34074,0.6099,1.94487,5.3e-05,5.3e-05,5.3e-05
297,2592.79,0.301,0.18151,0.84018,0.926,0.83423,0.88877,0.59824,1.33022,0.5972,1.92823,4.64e-05,4.64e-05,4.64e-05
298,2601.49,0.29594,0.17563,0.84594,0.92725,0.825,0.89006,0.59934,1.32952,0.59173,1.93146,3.98e-05,3.98e-05,3.98e-05
299,2610.22,0.29165,0.17547,0.84961,0.92675,0.84342,0.89434,0.60573,1.33238,0.57931,1.9344,3.32e-05,3.32e-05,3.32e-05
300,2618.93,0.2856,0.17295,0.84212,0.926,0.83421,0.89299,0.60146,1.33178,0.58008,1.93468,2.66e-05,2.66e-05,2.66e-05
